fight_id,event_name,fight_date,location,weight_class,winner,win_method,detail,round,end_time,referee
3770,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Featherweight Bout,Jason Knight,Decision - Split,Gabriel Sabaitis28 - 29.Rick Winter29 - 28.Matt Janecek28 - 29.,3,5:00,John McCarthy
3771,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Welterweight Bout,Alex Oliveira,Decision - Unanimous,Brian Puccillo26 - 30.Brandon Mason26 - 30.Sal D'amato25 - 30.,3,5:00,Herb Dean
3772,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Lightweight Bout,Michel Prazeres,Decision - Unanimous,Brandon Mason26 - 30.Sal D'amato27 - 30.Brian Puccillo27 - 30.,3,5:00,Robert Madrigal
3773,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Welterweight Bout,Kamaru Usman,Decision - Unanimous,Gabriel Sabaitis25 - 30.Brandon Mason25 - 30.Rick Winter25 - 30.,3,5:00,John McCarthy
3774,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Featherweight Bout,Darren Elkins,Decision - Unanimous,Gabriel Sabaitis27 - 29.Rick Winter27 - 29.Brandon Mason26 - 30.,3,5:00,Herb Dean
3775,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Bantamweight Bout,Eddie Wineland,KO/TKO,Punches to Head At Distance,3,1:54,Robert Madrigal
3776,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Women's Strawweight Bout,Felice Herrig,Submission,Rear Naked Choke,1,1:59,John McCarthy
3777,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Heavyweight Bout,Francis Ngannou,KO/TKO,Punches to Head At Distance,1,1:34,Herb Dean
3778,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Lightweight Bout,Edson Barboza,Decision - Unanimous,Rick Winter27 - 30.Sal D'amato27 - 30.Brian Puccillo28 - 29.,3,5:00,John McCarthy
3779,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",Women's Bantamweight Bout,Valentina Shevchenko,Decision - Unanimous,Sal D'amato46 - 49.Brian Puccillo46 - 49.Rick Winter46 - 49.,5,5:00,Robert Madrigal
3780,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Lightweight Bout,Damien Brown,KO/TKO,Punches to Head At Distance,1,2:27,Marc Goddard
3781,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Welterweight Bout,Draw,Decision - Majority,James Corbett27 - 30.Derek Cleary28 - 28.Jeff Mullen28 - 28.,3,5:00,George Allen
3782,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Flyweight Bout,Wilson Reis,Submission,Rear Naked Choke,1,1:49,Dan Miragliotta
3783,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Heavyweight Bout,Anthony Hamilton,KO/TKO,Punches to Head At Distance,1,0:14,George Allen
3784,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Welterweight Bout,Jorge Masvidal,Decision - Unanimous,Jon Marigliano28 - 29.Ken Coffey28 - 29.Jeff Mullen27 - 30.,3,5:00,Blake Grice
3785,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Light Heavyweight Bout,Nikita Krylov,KO/TKO,Kick to Head At Distance,2,0:40,Marc Goddard
3786,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Flyweight Bout,Ryan Benoit,Decision - Split,Chris Lee29 - 28.James Corbett28 - 29.Ken Coffey28 - 29.,3,5:00,Blake Grice
3787,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Bantamweight Bout,Erik Perez,Decision - Unanimous,Jon Marigliano26 - 30.Chris Lee26 - 30.Derek Cleary28 - 29.,3,5:00,George Allen
3788,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Welterweight Bout,Jake Ellenberger,KO/TKO,Kick to Body At Distance,1,1:46,Marc Goddard
3789,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",Women's Strawweight Bout,Karolina Kowalkiewicz,Decision - Split,Chris Lee29 - 28.Ken Coffey28 - 29.Jeff Mullen28 - 29.,3,5:00,Blake Grice
3790,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",UFC Welterweight Title Bout,Tyron Woodley,KO/TKO,Punch to Head At Distance,1,2:12,Dan Miragliotta
3791,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Heavyweight Bout,Justin Ledet,Decision - Unanimous,Jeff Dutcher27 - 30.Derek Cleary27 - 30.Dennis McMahon27 - 30.,3,5:00,Dave Seljestad
3792,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Featherweight Bout,Cub Swanson,Decision - Unanimous,Tony Weeks27 - 30.Dan Furse27 - 30.Jeff Dutcher28 - 29.,3,5:00,John McCarthy
3793,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Featherweight Bout,Teruto Ishihara,KO/TKO,Punches to Head At Distance,1,2:32,Dave Seljestad
3794,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Lightweight Bout,David Teymur,KO/TKO,Punches to Head At Distance,2,1:25,Herb Dean
3795,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Heavyweight Bout,Marcin Tybura,KO/TKO,Kick to Head At Distance,2,0:53,John McCarthy
3796,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Welterweight Bout,Court McGee,Decision - Unanimous,Tony Weeks27 - 30.Derek Cleary28 - 29.Glenn Trowbridge28 - 29.,3,5:00,Dan Miragliotta
3797,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Women's Strawweight Bout,Maryna Moroz,Decision - Split,Dan Furse29 - 28.Derek Cleary28 - 29.Rich Montanez27 - 30.,3,5:00,Herb Dean
3798,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Middleweight Bout,Trevor Smith,Decision - Unanimous,Tony Weeks26 - 30.Dennis McMahon26 - 30.Glenn Trowbridge26 - 30.,3,5:00,Dan Miragliotta
3799,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Welterweight Bout,Santiago Ponzinibbio,Decision - Unanimous,Tony Weeks28 - 29.Dennis McMahon28 - 29.Derek Cleary27 - 30.,3,5:00,Herb Dean
3800,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Middleweight Bout,Thales Leites,Submission,Rear Naked Choke,3,2:58,Dan Miragliotta
3801,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Featherweight Bout,Dennis Bermudez,Decision - Unanimous,Derek Cleary27 - 30.Glenn Trowbridge26 - 30.Rich Montanez27 - 30.,3,5:00,John McCarthy
3802,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",Featherweight Bout,Yair Rodriguez,Decision - Split,Derek Cleary49 - 46.Glenn Trowbridge47 - 48.Tony Weeks47 - 48.,5,5:00,Herb Dean
3803,UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",Middleweight Bout,Marvin Vettori,Submission,Guillotine Choke On Ground,1,4:30,Dan Miragliotta
3804,UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",Welterweight Bout,Colby Covington,KO/TKO,Punches to Head On Ground,3,2:18,Mark Smith
3805,UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",Welterweight Bout,Lorenz Larkin,KO/TKO,Elbows to Head In Clinch,1,4:08,Dan Miragliotta
