fight_id,fighter_id,round,kd,sig_str,total_str,td,sub_att,reversals,ctr_time,head,body,leg,distance,clinch,ground
3091,2210,1,0,12 of 36,13 of 37,0 of 1,0,0,0:19,10 of 33,0 of 0,2 of 3,11 of 32,1 of 4,0 of 0
3091,2210,2,0,8 of 25,10 of 27,1 of 1,2,0,1:43,6 of 21,1 of 1,1 of 3,6 of 21,2 of 4,0 of 0
3091,393,1,1,17 of 42,30 of 57,0 of 0,0,0,0:28,13 of 37,3 of 4,1 of 1,13 of 32,3 of 8,1 of 2
3091,393,2,0,9 of 23,17 of 31,0 of 0,0,0,0:09,9 of 23,0 of 0,0 of 0,7 of 19,0 of 2,2 of 2
3092,2162,1,0,21 of 52,21 of 52,0 of 0,0,0,0:08,21 of 51,0 of 1,0 of 0,21 of 51,0 of 1,0 of 0
3092,2162,2,0,11 of 34,11 of 34,0 of 1,0,0,0:00,10 of 33,0 of 0,1 of 1,11 of 34,0 of 0,0 of 0
3092,1767,1,0,21 of 81,22 of 82,1 of 3,0,0,0:14,13 of 67,3 of 7,5 of 7,21 of 81,0 of 0,0 of 0
3092,1767,2,1,38 of 73,41 of 76,0 of 0,0,0,0:08,31 of 65,6 of 7,1 of 1,30 of 60,5 of 7,3 of 6
3093,4339,1,0,6 of 25,6 of 25,0 of 0,0,0,0:00,4 of 20,1 of 3,1 of 2,6 of 25,0 of 0,0 of 0
3093,4339,2,0,12 of 35,15 of 38,0 of 0,0,0,0:04,6 of 26,4 of 6,2 of 3,11 of 34,1 of 1,0 of 0
3093,4339,3,0,9 of 44,13 of 49,0 of 0,0,0,0:22,4 of 30,5 of 13,0 of 1,6 of 38,3 of 6,0 of 0
3093,1349,1,0,6 of 30,6 of 30,0 of 0,0,0,0:00,2 of 20,1 of 5,3 of 5,6 of 30,0 of 0,0 of 0
3093,1349,2,0,10 of 51,14 of 55,0 of 0,0,0,0:17,0 of 35,5 of 10,5 of 6,8 of 49,2 of 2,0 of 0
3093,1349,3,0,16 of 62,20 of 66,0 of 0,0,0,0:24,11 of 54,5 of 8,0 of 0,14 of 60,2 of 2,0 of 0
3094,3681,1,0,21 of 40,21 of 40,0 of 0,0,0,0:03,13 of 29,4 of 5,4 of 6,17 of 34,4 of 6,0 of 0
3094,3681,2,0,21 of 39,21 of 39,0 of 0,0,0,0:00,11 of 29,2 of 2,8 of 8,21 of 39,0 of 0,0 of 0
3094,3681,3,0,25 of 53,25 of 53,0 of 0,0,0,0:00,11 of 34,4 of 7,10 of 12,25 of 53,0 of 0,0 of 0
3094,3681,4,0,15 of 28,15 of 28,0 of 0,0,0,0:00,4 of 15,4 of 5,7 of 8,15 of 28,0 of 0,0 of 0
3094,3681,5,0,26 of 57,26 of 57,0 of 0,0,0,0:00,18 of 48,0 of 0,8 of 9,25 of 55,1 of 2,0 of 0
3094,955,1,0,19 of 60,19 of 60,0 of 0,0,0,0:00,11 of 43,3 of 7,5 of 10,18 of 54,1 of 6,0 of 0
3094,955,2,0,15 of 37,15 of 37,0 of 1,0,0,0:00,7 of 25,2 of 4,6 of 8,14 of 34,1 of 3,0 of 0
3094,955,3,0,18 of 44,18 of 44,0 of 0,0,0,0:00,9 of 24,3 of 7,6 of 13,16 of 42,2 of 2,0 of 0
3094,955,4,0,14 of 41,14 of 41,0 of 0,0,0,0:00,5 of 22,3 of 7,6 of 12,13 of 37,1 of 4,0 of 0
3094,955,5,0,11 of 41,14 of 44,0 of 0,0,0,0:02,7 of 26,0 of 6,4 of 9,11 of 40,0 of 1,0 of 0
3095,2681,1,0,30 of 57,60 of 98,0 of 0,0,0,1:46,24 of 48,6 of 9,0 of 0,3 of 5,13 of 22,14 of 30
3095,2681,2,0,2 of 6,2 of 6,0 of 0,1,0,0:42,1 of 5,0 of 0,1 of 1,2 of 6,0 of 0,0 of 0
3095,3119,1,0,10 of 17,10 of 17,0 of 7,0,0,2:24,8 of 15,2 of 2,0 of 0,2 of 4,4 of 6,4 of 7
3095,3119,2,0,2 of 15,2 of 15,0 of 1,0,0,0:00,2 of 14,0 of 1,0 of 0,2 of 15,0 of 0,0 of 0
3096,2390,1,0,9 of 12,42 of 48,3 of 3,0,0,3:48,7 of 10,0 of 0,2 of 2,4 of 7,0 of 0,5 of 5
3096,2390,2,0,9 of 18,15 of 24,2 of 6,0,1,2:26,4 of 13,3 of 3,2 of 2,4 of 11,3 of 4,2 of 3
3096,2390,3,0,3 of 3,4 of 5,1 of 2,0,0,3:44,3 of 3,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3
3096,1090,1,0,14 of 33,57 of 77,0 of 0,0,0,0:03,11 of 28,2 of 3,1 of 2,5 of 19,1 of 3,8 of 11
3096,1090,2,0,25 of 44,74 of 94,0 of 1,0,0,0:16,17 of 34,5 of 7,3 of 3,15 of 28,5 of 8,5 of 8
3096,1090,3,0,4 of 11,21 of 28,1 of 1,0,0,0:56,3 of 10,1 of 1,0 of 0,0 of 5,2 of 4,2 of 2
3097,3739,1,0,20 of 32,32 of 44,0 of 1,0,0,0:38,13 of 25,6 of 6,1 of 1,12 of 22,6 of 8,2 of 2
3097,3739,2,1,22 of 36,22 of 36,0 of 4,0,0,1:45,20 of 32,2 of 4,0 of 0,12 of 24,10 of 12,0 of 0
3097,68,1,0,14 of 29,18 of 38,1 of 1,1,0,1:35,11 of 25,1 of 1,2 of 3,8 of 21,6 of 8,0 of 0
3097,68,2,0,19 of 34,23 of 38,0 of 1,0,0,0:00,13 of 27,0 of 1,6 of 6,17 of 31,2 of 3,0 of 0
3098,1129,1,1,20 of 30,28 of 38,1 of 1,0,0,0:15,14 of 24,2 of 2,4 of 4,15 of 23,4 of 4,1 of 3
3098,1129,2,0,43 of 60,74 of 94,0 of 0,0,0,2:24,31 of 47,10 of 11,2 of 2,16 of 28,7 of 7,20 of 25
3098,1129,3,0,31 of 39,92 of 113,1 of 1,0,0,3:32,29 of 37,2 of 2,0 of 0,13 of 21,5 of 5,13 of 13
3098,901,1,0,11 of 28,13 of 31,2 of 3,0,0,2:28,4 of 19,3 of 3,4 of 6,6 of 21,0 of 0,5 of 7
3098,901,2,0,8 of 28,10 of 32,0 of 4,0,0,1:04,5 of 25,2 of 2,1 of 1,8 of 28,0 of 0,0 of 0
3098,901,3,0,5 of 16,9 of 20,1 of 1,0,0,0:14,4 of 15,1 of 1,0 of 0,4 of 15,1 of 1,0 of 0
3099,412,1,0,4 of 7,9 of 12,3 of 4,1,0,4:08,2 of 5,2 of 2,0 of 0,1 of 2,0 of 0,3 of 5
3099,412,2,0,12 of 17,22 of 33,1 of 1,2,0,4:43,8 of 13,4 of 4,0 of 0,0 of 3,1 of 1,11 of 13
3099,412,3,0,3 of 4,14 of 17,1 of 1,1,0,2:50,1 of 2,1 of 1,1 of 1,1 of 1,0 of 0,2 of 3
3099,1990,1,0,2 of 6,10 of 14,0 of 1,0,1,0:37,2 of 4,0 of 1,0 of 1,0 of 3,2 of 3,0 of 0
3099,1990,2,0,1 of 5,11 of 15,0 of 0,0,0,0:00,0 of 4,1 of 1,0 of 0,0 of 4,1 of 1,0 of 0
3099,1990,3,0,1 of 1,7 of 7,0 of 0,0,0,0:00,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0
3100,3179,1,0,14 of 35,14 of 35,1 of 4,0,0,1:21,12 of 32,1 of 2,1 of 1,13 of 34,1 of 1,0 of 0
3100,3179,2,0,12 of 20,13 of 21,2 of 4,0,0,1:20,8 of 16,2 of 2,2 of 2,12 of 20,0 of 0,0 of 0
3100,3179,3,0,7 of 34,11 of 38,0 of 1,0,0,0:36,6 of 32,1 of 2,0 of 0,6 of 32,1 of 2,0 of 0
3100,2199,1,0,15 of 56,17 of 58,0 of 1,2,0,0:07,11 of 47,4 of 9,0 of 0,14 of 55,1 of 1,0 of 0
3100,2199,2,0,16 of 34,49 of 69,2 of 2,0,0,2:08,7 of 25,7 of 7,2 of 2,8 of 22,3 of 4,5 of 8
3100,2199,3,0,31 of 63,52 of 90,2 of 2,1,0,2:29,24 of 55,7 of 8,0 of 0,12 of 39,10 of 13,9 of 11
3101,1996,1,0,16 of 50,16 of 50,0 of 0,0,0,0:00,15 of 49,0 of 0,1 of 1,16 of 50,0 of 0,0 of 0
3101,1996,2,0,22 of 65,22 of 65,0 of 0,0,0,0:00,22 of 64,0 of 1,0 of 0,22 of 65,0 of 0,0 of 0
3101,1996,3,0,23 of 75,23 of 75,0 of 0,0,0,0:00,22 of 74,1 of 1,0 of 0,23 of 75,0 of 0,0 of 0
3101,4234,1,0,15 of 84,17 of 86,1 of 1,0,0,0:02,14 of 83,0 of 0,1 of 1,15 of 84,0 of 0,0 of 0
3101,4234,2,0,26 of 102,26 of 102,0 of 2,0,0,0:00,26 of 102,0 of 0,0 of 0,26 of 102,0 of 0,0 of 0
3101,4234,3,0,9 of 110,9 of 110,0 of 1,0,0,0:00,9 of 110,0 of 0,0 of 0,9 of 110,0 of 0,0 of 0
3102,2367,1,0,24 of 45,43 of 64,0 of 1,0,0,1:59,11 of 28,12 of 15,1 of 2,11 of 26,13 of 19,0 of 0
3102,2367,2,0,39 of 50,67 of 81,2 of 2,0,0,2:18,28 of 36,10 of 13,1 of 1,10 of 16,14 of 17,15 of 17
3102,2367,3,0,13 of 17,32 of 36,1 of 1,1,0,1:09,13 of 17,0 of 0,0 of 0,9 of 13,0 of 0,4 of 4
3102,2108,1,0,6 of 14,12 of 20,0 of 2,0,0,1:16,2 of 9,1 of 2,3 of 3,5 of 11,1 of 3,0 of 0
3102,2108,2,0,2 of 11,6 of 17,1 of 2,0,0,1:57,1 of 10,0 of 0,1 of 1,2 of 9,0 of 2,0 of 0
3102,2108,3,0,2 of 3,2 of 3,0 of 0,0,0,0:00,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0
3103,1698,1,0,12 of 48,14 of 51,0 of 0,0,0,1:15,4 of 34,5 of 7,3 of 7,8 of 42,3 of 4,1 of 2
3103,1698,2,0,12 of 50,14 of 52,1 of 1,0,0,0:37,10 of 45,2 of 5,0 of 0,9 of 46,1 of 1,2 of 3
3103,1698,3,0,33 of 78,38 of 83,0 of 0,0,0,0:41,26 of 66,6 of 11,1 of 1,29 of 71,3 of 6,1 of 1
3103,2608,1,0,10 of 39,11 of 40,0 of 0,0,0,0:00,0 of 20,5 of 11,5 of 8,6 of 34,4 of 5,0 of 0
3103,2608,2,0,12 of 45,13 of 47,0 of 1,0,0,0:03,4 of 32,3 of 4,5 of 9,12 of 45,0 of 0,0 of 0
3103,2608,3,0,9 of 48,11 of 50,0 of 1,0,0,0:28,8 of 41,0 of 4,1 of 3,8 of 44,1 of 3,0 of 1
3104,1631,1,0,17 of 43,17 of 43,0 of 0,0,0,0:00,5 of 23,7 of 11,5 of 9,17 of 43,0 of 0,0 of 0
3104,1631,2,0,15 of 46,16 of 47,0 of 0,0,0,0:00,7 of 33,5 of 8,3 of 5,14 of 45,1 of 1,0 of 0
3104,1631,3,0,10 of 29,31 of 53,1 of 2,0,0,2:59,6 of 25,2 of 2,2 of 2,9 of 28,0 of 0,1 of 1
3104,1631,4,0,15 of 36,21 of 44,2 of 3,1,0,1:35,8 of 28,4 of 5,3 of 3,11 of 30,0 of 2,4 of 4
3104,3999,1,0,11 of 31,11 of 31,0 of 0,0,0,0:00,1 of 17,7 of 10,3 of 4,9 of 29,2 of 2,0 of 0
3104,3999,2,0,17 of 54,22 of 60,2 of 2,0,0,0:15,12 of 46,3 of 6,2 of 2,17 of 52,0 of 1,0 of 1
3104,3999,3,0,8 of 24,9 of 25,0 of 1,0,0,0:02,3 of 17,4 of 5,1 of 2,6 of 22,2 of 2,0 of 0
3104,3999,4,0,8 of 34,9 of 35,0 of 0,0,0,0:00,7 of 31,0 of 2,1 of 1,5 of 29,3 of 5,0 of 0
3105,1917,1,0,2 of 11,12 of 21,2 of 3,1,0,3:22,0 of 7,1 of 3,1 of 1,2 of 11,0 of 0,0 of 0
3105,1917,2,0,10 of 30,10 of 30,0 of 4,0,0,1:12,6 of 19,2 of 8,2 of 3,10 of 30,0 of 0,0 of 0
3105,1917,3,0,13 of 23,19 of 30,1 of 3,0,0,1:33,4 of 13,7 of 8,2 of 2,7 of 16,6 of 7,0 of 0
3105,3665,1,0,6 of 16,9 of 19,0 of 1,0,0,0:32,4 of 13,2 of 3,0 of 0,2 of 11,4 of 5,0 of 0
3105,3665,2,0,12 of 37,13 of 38,0 of 0,0,0,0:00,11 of 30,1 of 6,0 of 1,10 of 27,2 of 10,0 of 0
3105,3665,3,0,4 of 19,12 of 30,0 of 1,0,0,0:49,3 of 16,1 of 3,0 of 0,2 of 13,1 of 3,1 of 3
3106,3714,1,0,13 of 45,13 of 45,0 of 0,0,0,0:05,2 of 28,2 of 5,9 of 12,13 of 43,0 of 2,0 of 0
3106,3714,2,1,12 of 30,15 of 33,0 of 0,0,0,0:43,7 of 24,1 of 1,4 of 5,9 of 25,0 of 1,3 of 4
3106,3714,3,0,14 of 56,17 of 59,0 of 1,0,1,0:28,7 of 47,2 of 4,5 of 5,14 of 56,0 of 0,0 of 0
3106,1372,1,0,10 of 49,10 of 49,0 of 3,0,0,0:07,6 of 42,3 of 6,1 of 1,8 of 47,2 of 2,0 of 0
3106,1372,2,0,9 of 37,9 of 37,0 of 0,0,0,0:00,8 of 34,1 of 2,0 of 1,8 of 36,1 of 1,0 of 0
3106,1372,3,0,11 of 51,11 of 51,0 of 2,0,0,0:09,9 of 48,0 of 1,2 of 2,11 of 51,0 of 0,0 of 0
3107,1003,1,0,7 of 12,12 of 17,0 of 2,0,0,1:23,1 of 4,2 of 4,4 of 4,5 of 9,2 of 3,0 of 0
3107,900,1,1,16 of 30,30 of 44,0 of 1,0,0,0:31,15 of 29,1 of 1,0 of 0,4 of 13,4 of 7,8 of 10
3108,2338,1,0,8 of 20,8 of 20,0 of 0,0,0,0:00,1 of 9,0 of 2,7 of 9,8 of 20,0 of 0,0 of 0
3108,1054,1,1,13 of 37,13 of 37,0 of 1,0,0,0:03,10 of 26,2 of 6,1 of 5,9 of 32,0 of 0,4 of 5
3109,144,1,1,6 of 15,8 of 21,0 of 0,0,0,1:01,5 of 14,1 of 1,0 of 0,3 of 11,3 of 4,0 of 0
3109,3281,1,0,6 of 16,9 of 20,0 of 0,1,0,0:00,5 of 15,1 of 1,0 of 0,5 of 14,1 of 2,0 of 0
3110,3162,1,0,20 of 58,21 of 59,1 of 1,0,0,0:24,17 of 48,1 of 6,2 of 4,18 of 53,1 of 4,1 of 1
3110,3162,2,0,15 of 47,15 of 47,0 of 0,0,0,0:00,11 of 39,2 of 4,2 of 4,15 of 47,0 of 0,0 of 0
3110,3162,3,0,15 of 57,18 of 60,0 of 2,0,0,0:04,11 of 44,3 of 11,1 of 2,13 of 54,2 of 3,0 of 0
3110,3886,1,0,14 of 56,15 of 57,1 of 2,0,0,0:18,14 of 51,0 of 3,0 of 2,14 of 54,0 of 2,0 of 0
3110,3886,2,0,17 of 59,17 of 59,0 of 1,0,0,0:22,16 of 56,0 of 1,1 of 2,17 of 58,0 of 1,0 of 0
3110,3886,3,0,13 of 52,14 of 53,1 of 1,0,0,0:43,9 of 47,2 of 3,2 of 2,11 of 49,1 of 2,1 of 1
3111,57,1,0,11 of 19,16 of 24,1 of 2,0,0,0:20,3 of 10,7 of 8,1 of 1,8 of 16,2 of 2,1 of 1
3111,57,2,0,12 of 26,19 of 33,0 of 1,0,0,0:06,9 of 22,2 of 3,1 of 1,9 of 22,3 of 4,0 of 0
3111,57,3,0,8 of 14,14 of 20,1 of 1,0,0,0:36,6 of 12,2 of 2,0 of 0,6 of 12,0 of 0,2 of 2
3111,3456,1,0,9 of 29,23 of 43,1 of 1,0,1,1:28,5 of 19,2 of 7,2 of 3,3 of 17,1 of 2,5 of 10
3111,3456,2,0,22 of 41,50 of 73,1 of 1,0,0,2:46,8 of 21,3 of 7,11 of 13,4 of 13,2 of 3,16 of 25
3111,3456,3,0,13 of 25,49 of 68,1 of 2,0,0,2:45,3 of 11,5 of 8,5 of 6,0 of 8,10 of 11,3 of 6
3112,2007,1,0,5 of 20,5 of 20,0 of 1,0,0,0:00,3 of 17,2 of 2,0 of 1,5 of 20,0 of 0,0 of 0
3112,2007,2,0,9 of 41,9 of 41,0 of 1,0,0,0:00,6 of 33,3 of 5,0 of 3,8 of 38,1 of 3,0 of 0
3112,2007,3,0,4 of 19,5 of 20,0 of 2,0,0,0:06,1 of 14,2 of 4,1 of 1,4 of 19,0 of 0,0 of 0
3112,2461,1,0,4 of 12,5 of 13,1 of 1,0,0,0:40,1 of 8,1 of 2,2 of 2,4 of 11,0 of 0,0 of 1
3112,2461,2,0,4 of 16,4 of 16,0 of 1,0,0,0:00,3 of 15,1 of 1,0 of 0,4 of 16,0 of 0,0 of 0
3112,2461,3,0,4 of 10,8 of 15,2 of 2,0,0,1:19,2 of 8,0 of 0,2 of 2,4 of 9,0 of 0,0 of 1
3113,1191,1,0,13 of 36,13 of 36,0 of 0,0,0,0:00,6 of 23,4 of 9,3 of 4,13 of 36,0 of 0,0 of 0
3113,117,1,1,4 of 8,4 of 8,0 of 0,0,0,0:03,4 of 8,0 of 0,0 of 0,2 of 5,0 of 1,2 of 2
3114,265,1,0,13 of 33,13 of 33,0 of 1,0,0,0:00,5 of 18,8 of 12,0 of 3,13 of 33,0 of 0,0 of 0
3114,265,2,0,7 of 33,7 of 33,0 of 1,0,0,0:00,4 of 26,3 of 7,0 of 0,7 of 33,0 of 0,0 of 0
3114,265,3,0,11 of 32,11 of 32,0 of 0,0,0,0:00,6 of 26,5 of 6,0 of 0,11 of 31,0 of 1,0 of 0
3114,1878,1,0,14 of 73,14 of 73,0 of 0,0,0,0:04,10 of 61,1 of 7,3 of 5,14 of 72,0 of 1,0 of 0
3114,1878,2,0,14 of 60,16 of 62,0 of 0,0,0,0:35,11 of 53,1 of 5,2 of 2,14 of 59,0 of 0,0 of 1
3114,1878,3,0,10 of 54,13 of 57,1 of 1,0,0,0:22,6 of 43,2 of 7,2 of 4,8 of 51,0 of 0,2 of 3
3115,3689,1,0,1 of 3,1 of 3,0 of 0,0,0,0:00,0 of 0,0 of 2,1 of 1,1 of 3,0 of 0,0 of 0
3115,2627,1,1,10 of 18,10 of 18,0 of 0,0,0,0:06,10 of 18,0 of 0,0 of 0,4 of 10,0 of 0,6 of 8
3116,1296,1,0,11 of 49,13 of 51,1 of 2,0,0,0:50,9 of 45,2 of 3,0 of 1,8 of 40,1 of 5,2 of 4
3116,1296,2,0,12 of 46,21 of 58,0 of 0,0,0,0:48,10 of 42,2 of 4,0 of 0,6 of 33,6 of 13,0 of 0
3116,1296,3,0,18 of 39,27 of 49,0 of 0,0,0,0:01,13 of 34,5 of 5,0 of 0,10 of 23,8 of 16,0 of 0
3116,4044,1,0,23 of 55,24 of 56,1 of 1,0,0,0:02,13 of 37,6 of 9,4 of 9,16 of 42,7 of 13,0 of 0
3116,4044,2,0,9 of 23,11 of 25,0 of 2,0,0,1:16,5 of 18,1 of 2,3 of 3,6 of 17,3 of 6,0 of 0
3116,4044,3,0,5 of 21,5 of 21,1 of 6,0,0,1:57,4 of 18,1 of 1,0 of 2,4 of 15,1 of 6,0 of 0
3117,2091,1,0,18 of 41,26 of 49,0 of 3,0,0,1:09,9 of 28,5 of 6,4 of 7,16 of 39,2 of 2,0 of 0
3117,2091,2,0,31 of 74,32 of 75,0 of 5,0,0,0:05,21 of 58,4 of 7,6 of 9,30 of 70,1 of 4,0 of 0
3117,2091,3,0,38 of 94,40 of 97,0 of 2,0,0,0:29,28 of 80,5 of 9,5 of 5,38 of 94,0 of 0,0 of 0
3117,2175,1,0,21 of 59,21 of 59,0 of 0,0,0,0:24,10 of 43,6 of 10,5 of 6,20 of 57,1 of 2,0 of 0
3117,2175,2,0,36 of 88,36 of 88,0 of 0,0,0,0:00,30 of 78,4 of 8,2 of 2,30 of 81,6 of 7,0 of 0
3117,2175,3,0,30 of 107,30 of 107,0 of 0,0,0,0:00,20 of 90,6 of 12,4 of 5,30 of 106,0 of 1,0 of 0
3118,2237,1,0,17 of 31,21 of 36,0 of 1,0,1,1:10,13 of 27,3 of 3,1 of 1,1 of 4,3 of 3,13 of 24
3118,2237,2,0,36 of 51,39 of 55,0 of 1,0,0,2:58,34 of 49,2 of 2,0 of 0,1 of 2,2 of 2,33 of 47
3118,3170,1,0,7 of 12,23 of 28,1 of 3,1,0,1:40,2 of 5,2 of 4,3 of 3,5 of 9,0 of 0,2 of 3
3118,3170,2,0,0 of 1,8 of 12,0 of 0,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1
3119,2256,1,0,7 of 24,7 of 24,0 of 1,0,0,0:02,6 of 20,0 of 3,1 of 1,4 of 19,3 of 5,0 of 0
3119,2546,1,2,23 of 42,25 of 47,0 of 0,0,0,0:22,16 of 31,5 of 9,2 of 2,11 of 28,10 of 11,2 of 3
3120,3478,1,0,8 of 33,8 of 33,0 of 1,0,0,0:00,5 of 28,2 of 4,1 of 1,7 of 31,1 of 2,0 of 0
3120,3478,2,0,8 of 16,11 of 20,1 of 1,0,0,0:10,7 of 15,0 of 0,1 of 1,7 of 15,1 of 1,0 of 0
3120,4368,1,0,11 of 30,11 of 30,0 of 0,0,0,0:00,8 of 25,0 of 2,3 of 3,10 of 29,1 of 1,0 of 0
3120,4368,2,0,8 of 19,8 of 19,0 of 0,0,0,0:00,4 of 15,1 of 1,3 of 3,7 of 17,1 of 2,0 of 0
3121,2742,1,0,0 of 1,0 of 1,0 of 1,0,0,0:00,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0
3121,609,1,0,1 of 3,2 of 4,0 of 0,1,0,0:53,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
3122,1181,1,0,11 of 38,17 of 45,1 of 1,2,0,0:46,5 of 27,3 of 7,3 of 4,8 of 30,0 of 0,3 of 8
3122,4018,1,0,2 of 20,2 of 20,0 of 1,0,0,0:00,2 of 18,0 of 1,0 of 1,2 of 20,0 of 0,0 of 0
3123,1923,1,0,12 of 25,12 of 25,0 of 0,0,0,0:01,7 of 18,4 of 5,1 of 2,8 of 16,4 of 9,0 of 0
3123,4233,1,0,10 of 20,14 of 25,0 of 0,0,0,0:17,3 of 11,5 of 5,2 of 4,8 of 18,2 of 2,0 of 0
3124,1088,1,0,10 of 31,17 of 38,0 of 0,0,0,0:00,9 of 30,1 of 1,0 of 0,9 of 30,1 of 1,0 of 0
3124,1088,2,0,5 of 21,9 of 26,0 of 0,1,0,0:21,5 of 21,0 of 0,0 of 0,4 of 20,1 of 1,0 of 0
3124,2081,1,0,3 of 27,12 of 37,1 of 3,0,0,1:56,1 of 22,2 of 5,0 of 0,1 of 25,2 of 2,0 of 0
3124,2081,2,0,4 of 13,9 of 18,0 of 3,0,0,1:36,4 of 13,0 of 0,0 of 0,4 of 13,0 of 0,0 of 0
3125,3072,1,0,8 of 38,10 of 40,0 of 3,0,0,0:14,4 of 30,2 of 3,2 of 5,6 of 36,2 of 2,0 of 0
3125,3072,2,0,15 of 41,22 of 48,0 of 1,0,0,0:00,8 of 31,2 of 3,5 of 7,11 of 35,4 of 6,0 of 0
3125,3072,3,0,17 of 60,19 of 62,0 of 1,0,0,0:01,12 of 46,0 of 8,5 of 6,15 of 57,1 of 2,1 of 1
3125,1701,1,0,8 of 61,11 of 64,0 of 0,0,0,0:02,4 of 50,4 of 8,0 of 3,5 of 57,3 of 4,0 of 0
3125,1701,2,0,20 of 75,21 of 76,0 of 0,0,0,0:01,8 of 59,10 of 13,2 of 3,14 of 64,6 of 11,0 of 0
3125,1701,3,0,16 of 74,16 of 74,0 of 0,0,0,0:00,5 of 55,9 of 15,2 of 4,10 of 66,6 of 8,0 of 0
3126,3423,1,0,0 of 0,0 of 0,0 of 0,1,1,0:05,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
3126,4448,1,0,0 of 1,0 of 1,0 of 0,0,0,0:03,0 of 0,0 of 1,0 of 0,0 of 1,0 of 0,0 of 0
3127,2976,1,0,6 of 43,11 of 49,0 of 0,0,0,0:19,4 of 38,0 of 0,2 of 5,6 of 43,0 of 0,0 of 0
3127,2976,2,0,2 of 17,2 of 17,0 of 0,0,0,0:00,0 of 10,1 of 4,1 of 3,2 of 17,0 of 0,0 of 0
3127,908,1,0,16 of 57,18 of 59,0 of 0,0,0,0:05,14 of 50,0 of 2,2 of 5,15 of 56,1 of 1,0 of 0
3127,908,2,0,13 of 27,13 of 27,0 of 0,0,0,0:00,12 of 26,0 of 0,1 of 1,13 of 27,0 of 0,0 of 0
3128,2264,1,0,6 of 23,6 of 23,0 of 0,0,0,0:00,2 of 17,0 of 1,4 of 5,6 of 23,0 of 0,0 of 0
3128,1032,1,1,15 of 40,15 of 40,0 of 0,0,0,0:01,11 of 35,3 of 4,1 of 1,14 of 38,0 of 0,1 of 2
3129,3116,1,0,27 of 70,39 of 83,1 of 1,0,0,1:38,24 of 65,3 of 3,0 of 2,23 of 63,0 of 0,4 of 7
3129,3116,2,0,12 of 30,12 of 30,0 of 2,0,0,0:00,9 of 26,2 of 3,1 of 1,12 of 30,0 of 0,0 of 0
3129,336,1,0,9 of 42,10 of 43,1 of 1,0,0,0:13,8 of 40,1 of 2,0 of 0,8 of 40,1 of 2,0 of 0
3129,336,2,1,19 of 48,19 of 48,0 of 0,0,0,0:09,17 of 46,2 of 2,0 of 0,10 of 32,0 of 0,9 of 16
3130,3414,1,0,5 of 11,10 of 16,0 of 1,0,0,1:27,4 of 10,1 of 1,0 of 0,3 of 9,2 of 2,0 of 0
3130,3414,2,0,11 of 23,22 of 37,1 of 4,0,0,1:35,9 of 20,2 of 3,0 of 0,6 of 14,1 of 1,4 of 8
3130,3414,3,0,6 of 11,19 of 26,1 of 1,0,0,2:19,6 of 11,0 of 0,0 of 0,0 of 1,0 of 1,6 of 9
3130,761,1,0,5 of 15,11 of 21,0 of 0,0,0,0:00,3 of 13,2 of 2,0 of 0,2 of 10,3 of 5,0 of 0
3130,761,2,0,3 of 17,3 of 17,0 of 0,0,0,0:00,3 of 17,0 of 0,0 of 0,3 of 15,0 of 2,0 of 0
3130,761,3,0,1 of 4,5 of 8,0 of 0,0,0,0:00,1 of 4,0 of 0,0 of 0,1 of 3,0 of 1,0 of 0
3131,815,1,0,13 of 31,13 of 31,0 of 2,0,0,0:01,7 of 21,2 of 6,4 of 4,10 of 28,3 of 3,0 of 0
3131,815,2,0,4 of 12,5 of 13,0 of 3,0,0,0:22,3 of 10,0 of 0,1 of 2,1 of 7,3 of 5,0 of 0
3131,873,1,0,21 of 41,23 of 43,1 of 1,1,0,0:50,10 of 29,8 of 9,3 of 3,14 of 31,1 of 3,6 of 7
3131,873,2,0,6 of 10,7 of 11,0 of 0,1,0,1:19,3 of 6,3 of 4,0 of 0,4 of 7,1 of 2,1 of 1
3132,4000,1,0,16 of 58,17 of 59,0 of 1,0,0,0:36,6 of 35,5 of 12,5 of 11,12 of 52,4 of 6,0 of 0
3132,4000,2,0,23 of 55,38 of 76,2 of 3,0,0,1:36,18 of 47,3 of 5,2 of 3,9 of 34,0 of 0,14 of 21
3132,2797,1,0,12 of 36,13 of 37,0 of 0,0,0,0:00,6 of 26,4 of 6,2 of 4,12 of 36,0 of 0,0 of 0
3132,2797,2,0,4 of 13,4 of 13,0 of 0,0,0,0:00,1 of 8,2 of 4,1 of 1,4 of 13,0 of 0,0 of 0
3133,3051,1,0,15 of 58,15 of 58,0 of 0,0,0,0:00,10 of 48,4 of 8,1 of 2,15 of 58,0 of 0,0 of 0
3133,3051,2,1,10 of 17,10 of 17,0 of 0,0,0,0:02,6 of 11,1 of 3,3 of 3,8 of 15,0 of 0,2 of 2
